ID,rock_type
TEST_38049,Andesite
TEST_38050,Andesite
TEST_38051,Weathered_Rock
TEST_38052,Andesite
TEST_38053,Andesite
TEST_38054,Weathered_Rock
TEST_38055,Andesite
TEST_38056,Andesite
TEST_38057,Andesite
TEST_38058,Andesite
TEST_38059,Andesite
TEST_38060,Andesite
TEST_38061,Andesite
TEST_38062,Andesite
TEST_38063,Mud_Sandstone
TEST_38064,Andesite
TEST_38065,Weathered_Rock
TEST_38066,Andesite
TEST_38067,Andesite
TEST_38068,Andesite
TEST_38069,Andesite
TEST_38070,Andesite
TEST_38071,Andesite
TEST_38072,Andesite
TEST_38073,Andesite
TEST_38074,Andesite
TEST_38075,Andesite
TEST_38076,Andesite
TEST_38077,Andesite
TEST_38078,Andesite
TEST_38079,Andesite
TEST_38080,Andesite
TEST_38081,Andesite
TEST_38082,Andesite
TEST_38083,Andesite
TEST_38084,Andesite
TEST_38085,Andesite
TEST_38086,Andesite
TEST_38087,Andesite
TEST_38088,Andesite
TEST_38089,Andesite
TEST_38090,Andesite
TEST_38091,Andesite
TEST_38092,Andesite
TEST_38093,Andesite
TEST_38094,Andesite
TEST_38095,Andesite
TEST_38096,Andesite
TEST_38097,Andesite
TEST_38098,Andesite
TEST_38099,Andesite
TEST_38100,Andesite
TEST_38101,Andesite
TEST_38102,Andesite
TEST_38103,Andesite
TEST_38104,Andesite
TEST_38105,Andesite
TEST_38106,Mud_Sandstone
TEST_38107,Andesite
TEST_38108,Andesite
TEST_38109,Andesite
TEST_38110,Andesite
TEST_38111,Andesite
TEST_38112,Andesite
TEST_38113,Andesite
TEST_38114,Andesite
TEST_38115,Andesite
TEST_38116,Andesite
TEST_38117,Andesite
TEST_38118,Andesite
TEST_38119,Andesite
TEST_38120,Andesite
TEST_38121,Andesite
TEST_38122,Andesite
TEST_38123,Andesite
TEST_38124,Andesite
TEST_38125,Andesite
TEST_38126,Andesite
TEST_38127,Weathered_Rock
TEST_38128,Andesite
TEST_38129,Andesite
TEST_38130,Andesite
TEST_38131,Andesite
TEST_38132,Andesite
TEST_38133,Andesite
TEST_38134,Andesite
TEST_38135,Andesite
TEST_38136,Andesite
TEST_38137,Andesite
TEST_38138,Andesite
TEST_38139,Andesite
TEST_38140,Andesite
TEST_38141,Andesite
TEST_38142,Andesite
TEST_38143,Andesite
TEST_38144,Weathered_Rock
TEST_38145,Andesite
TEST_38146,Andesite
TEST_38147,Weathered_Rock
TEST_38148,Andesite
TEST_38149,Andesite
TEST_38150,Andesite
TEST_38151,Andesite
TEST_38152,Andesite
TEST_38153,Andesite
TEST_38154,Andesite
TEST_38155,Andesite
TEST_38156,Andesite
TEST_38157,Andesite
TEST_38158,Andesite
TEST_38159,Andesite
TEST_38160,Andesite
TEST_38161,Andesite
TEST_38162,Andesite
TEST_38163,Andesite
TEST_38164,Andesite
TEST_38165,Andesite
TEST_38166,Andesite
TEST_38167,Andesite
TEST_38168,Andesite
TEST_38169,Andesite
TEST_38170,Andesite
TEST_38171,Andesite
TEST_38172,Andesite
TEST_38173,Andesite
TEST_38174,Andesite
TEST_38175,Andesite
TEST_38176,Weathered_Rock
TEST_38177,Andesite
TEST_38178,Andesite
TEST_38179,Andesite
TEST_38180,Andesite
TEST_38181,Andesite
TEST_38182,Andesite
TEST_38183,Andesite
TEST_38184,Andesite
TEST_38185,Andesite
TEST_38186,Andesite
TEST_38187,Andesite
TEST_38188,Andesite
TEST_38189,Andesite
TEST_38190,Andesite
TEST_38191,Andesite
TEST_38192,Andesite
TEST_38193,Andesite
TEST_38194,Andesite
TEST_38195,Andesite
TEST_38196,Andesite
TEST_38197,Andesite
TEST_38198,Andesite
TEST_38199,Andesite
TEST_38200,Andesite
TEST_38201,Andesite
TEST_38202,Andesite
TEST_38203,Andesite
TEST_38204,Mud_Sandstone
TEST_38205,Andesite
TEST_38206,Andesite
TEST_38207,Etc
TEST_38208,Andesite
TEST_38209,Andesite
TEST_38210,Weathered_Rock
TEST_38211,Andesite
TEST_38212,Andesite
TEST_38213,Weathered_Rock
TEST_38214,Andesite
TEST_38215,Andesite
TEST_38216,Andesite
TEST_38217,Andesite
TEST_38218,Andesite
TEST_38219,Andesite
TEST_38220,Andesite
TEST_38221,Andesite
TEST_38222,Andesite
TEST_38223,Andesite
TEST_38224,Andesite
TEST_38225,Andesite
TEST_38226,Andesite
TEST_38227,Andesite
TEST_38228,Andesite
TEST_38229,Andesite
TEST_38230,Andesite
TEST_38231,Andesite
TEST_38232,Andesite
TEST_38233,Mud_Sandstone
TEST_38234,Mud_Sandstone
TEST_38235,Mud_Sandstone
TEST_38236,Mud_Sandstone
TEST_38237,Mud_Sandstone
TEST_38238,Mud_Sandstone
TEST_38239,Mud_Sandstone
TEST_38240,Mud_Sandstone
TEST_38241,Mud_Sandstone
TEST_38242,Mud_Sandstone
TEST_38243,Mud_Sandstone
TEST_38244,Mud_Sandstone
TEST_38245,Mud_Sandstone
TEST_38246,Mud_Sandstone
TEST_38247,Mud_Sandstone
TEST_38248,Mud_Sandstone
TEST_38249,Mud_Sandstone
TEST_38250,Mud_Sandstone
TEST_38251,Mud_Sandstone
TEST_38252,Mud_Sandstone
TEST_38253,Mud_Sandstone
TEST_38254,Mud_Sandstone
TEST_38255,Mud_Sandstone
TEST_38256,Mud_Sandstone
TEST_38257,Mud_Sandstone
TEST_38258,Mud_Sandstone
TEST_38259,Mud_Sandstone
TEST_38260,Mud_Sandstone
TEST_38261,Mud_Sandstone
TEST_38262,Mud_Sandstone
TEST_38263,Mud_Sandstone
TEST_38264,Mud_Sandstone
TEST_38265,Mud_Sandstone
TEST_38266,Mud_Sandstone
TEST_38267,Mud_Sandstone
TEST_38268,Mud_Sandstone
TEST_38269,Mud_Sandstone
TEST_38270,Mud_Sandstone
TEST_38271,Mud_Sandstone
TEST_38272,Mud_Sandstone
TEST_38273,Mud_Sandstone
TEST_38274,Mud_Sandstone
TEST_38275,Mud_Sandstone
TEST_38276,Mud_Sandstone
TEST_38277,Mud_Sandstone
TEST_38278,Mud_Sandstone
TEST_38279,Mud_Sandstone
TEST_38280,Mud_Sandstone
TEST_38281,Mud_Sandstone
TEST_38282,Mud_Sandstone
TEST_38283,Mud_Sandstone
TEST_38284,Mud_Sandstone
TEST_38285,Mud_Sandstone
TEST_38286,Mud_Sandstone
TEST_38287,Mud_Sandstone
TEST_38288,Mud_Sandstone
TEST_38289,Mud_Sandstone
TEST_38290,Mud_Sandstone
TEST_38291,Mud_Sandstone
TEST_38292,Mud_Sandstone
TEST_38293,Mud_Sandstone
TEST_38294,Mud_Sandstone
TEST_38295,Mud_Sandstone
TEST_38296,Mud_Sandstone
TEST_38297,Mud_Sandstone
TEST_38298,Mud_Sandstone
TEST_38299,Mud_Sandstone
TEST_38300,Mud_Sandstone
TEST_38301,Mud_Sandstone
TEST_38302,Mud_Sandstone
TEST_38303,Mud_Sandstone
TEST_38304,Mud_Sandstone
TEST_38305,Mud_Sandstone
TEST_38306,Mud_Sandstone
TEST_38307,Mud_Sandstone
TEST_38308,Mud_Sandstone
TEST_38309,Mud_Sandstone
TEST_38310,Mud_Sandstone
TEST_38311,Mud_Sandstone
TEST_38312,Mud_Sandstone
TEST_38313,Mud_Sandstone
TEST_38314,Mud_Sandstone
TEST_38315,Mud_Sandstone
TEST_38316,Mud_Sandstone
TEST_38317,Mud_Sandstone
TEST_38318,Mud_Sandstone
TEST_38319,Mud_Sandstone
TEST_38320,Mud_Sandstone
TEST_38321,Mud_Sandstone
TEST_38322,Mud_Sandstone
TEST_38323,Mud_Sandstone
TEST_38324,Mud_Sandstone
TEST_38325,Mud_Sandstone
TEST_38326,Mud_Sandstone
TEST_38327,Weathered_Rock
TEST_38328,Mud_Sandstone
TEST_38329,Mud_Sandstone
TEST_38330,Mud_Sandstone
TEST_38331,Mud_Sandstone
TEST_38332,Mud_Sandstone
TEST_38333,Mud_Sandstone
TEST_38334,Mud_Sandstone
TEST_38335,Mud_Sandstone
TEST_38336,Mud_Sandstone
TEST_38337,Mud_Sandstone
TEST_38338,Mud_Sandstone
TEST_38339,Mud_Sandstone
TEST_38340,Mud_Sandstone
TEST_38341,Mud_Sandstone
TEST_38342,Mud_Sandstone
TEST_38343,Mud_Sandstone
TEST_38344,Mud_Sandstone
TEST_38345,Mud_Sandstone
TEST_38346,Mud_Sandstone
TEST_38347,Mud_Sandstone
TEST_38348,Mud_Sandstone
TEST_38349,Mud_Sandstone
TEST_38350,Mud_Sandstone
TEST_38351,Mud_Sandstone
TEST_38352,Mud_Sandstone
TEST_38353,Mud_Sandstone
TEST_38354,Mud_Sandstone
TEST_38355,Mud_Sandstone
TEST_38356,Mud_Sandstone
TEST_38357,Mud_Sandstone
TEST_38358,Mud_Sandstone
TEST_38359,Weathered_Rock
TEST_38360,Mud_Sandstone
TEST_38361,Mud_Sandstone
TEST_38362,Mud_Sandstone
TEST_38363,Mud_Sandstone
TEST_38364,Mud_Sandstone
TEST_38365,Mud_Sandstone
TEST_38366,Mud_Sandstone
TEST_38367,Mud_Sandstone
TEST_38368,Mud_Sandstone
TEST_38369,Mud_Sandstone
TEST_38370,Mud_Sandstone
TEST_38371,Mud_Sandstone
TEST_38372,Mud_Sandstone
TEST_38373,Mud_Sandstone
TEST_38374,Mud_Sandstone
TEST_38375,Mud_Sandstone
TEST_38376,Mud_Sandstone
TEST_38377,Mud_Sandstone
TEST_38378,Mud_Sandstone
TEST_38379,Mud_Sandstone
TEST_38380,Mud_Sandstone
TEST_38381,Mud_Sandstone
TEST_38382,Mud_Sandstone
TEST_38383,Mud_Sandstone
TEST_38384,Mud_Sandstone
TEST_38385,Andesite
TEST_38386,Mud_Sandstone
TEST_38387,Mud_Sandstone
TEST_38388,Mud_Sandstone
TEST_38389,Mud_Sandstone
TEST_38390,Mud_Sandstone
TEST_38391,Mud_Sandstone
TEST_38392,Mud_Sandstone
TEST_38393,Mud_Sandstone
TEST_38394,Mud_Sandstone
TEST_38395,Mud_Sandstone
TEST_38396,Mud_Sandstone
TEST_38397,Mud_Sandstone
TEST_38398,Mud_Sandstone
TEST_38399,Mud_Sandstone
TEST_38400,Mud_Sandstone
TEST_38401,Mud_Sandstone
TEST_38402,Mud_Sandstone
TEST_38403,Mud_Sandstone
TEST_38404,Mud_Sandstone
TEST_38405,Mud_Sandstone
TEST_38406,Mud_Sandstone
TEST_38407,Mud_Sandstone
TEST_38408,Mud_Sandstone
TEST_38409,Mud_Sandstone
TEST_38410,Mud_Sandstone
TEST_38411,Mud_Sandstone
TEST_38412,Andesite
TEST_38413,Mud_Sandstone
TEST_38414,Mud_Sandstone
TEST_38415,Mud_Sandstone
TEST_38416,Mud_Sandstone
TEST_38417,Mud_Sandstone
TEST_38418,Mud_Sandstone
TEST_38419,Mud_Sandstone
TEST_38420,Mud_Sandstone
TEST_38421,Mud_Sandstone
TEST_38422,Mud_Sandstone
TEST_38423,Mud_Sandstone
TEST_38424,Mud_Sandstone
TEST_38425,Mud_Sandstone
TEST_38426,Mud_Sandstone
TEST_38427,Mud_Sandstone
TEST_38428,Mud_Sandstone
TEST_38429,Mud_Sandstone
TEST_38430,Mud_Sandstone
TEST_38431,Mud_Sandstone
TEST_38432,Mud_Sandstone
TEST_38433,Mud_Sandstone
TEST_38434,Mud_Sandstone
TEST_38435,Mud_Sandstone
TEST_38436,Mud_Sandstone
TEST_38437,Mud_Sandstone
TEST_38438,Mud_Sandstone
TEST_38439,Mud_Sandstone
TEST_38440,Mud_Sandstone
TEST_38441,Mud_Sandstone
TEST_38442,Mud_Sandstone
TEST_38443,Mud_Sandstone
TEST_38444,Mud_Sandstone
TEST_38445,Mud_Sandstone
TEST_38446,Mud_Sandstone
TEST_38447,Mud_Sandstone
TEST_38448,Mud_Sandstone
TEST_38449,Mud_Sandstone
TEST_38450,Mud_Sandstone
TEST_38451,Mud_Sandstone
TEST_38452,Mud_Sandstone
TEST_38453,Mud_Sandstone
TEST_38454,Mud_Sandstone
TEST_38455,Mud_Sandstone
TEST_38456,Mud_Sandstone
TEST_38457,Mud_Sandstone
TEST_38458,Mud_Sandstone
TEST_38459,Mud_Sandstone
TEST_38460,Mud_Sandstone
TEST_38461,Mud_Sandstone
TEST_38462,Mud_Sandstone
TEST_38463,Mud_Sandstone
TEST_38464,Mud_Sandstone
TEST_38465,Mud_Sandstone
TEST_38466,Mud_Sandstone
TEST_38467,Mud_Sandstone
TEST_38468,Mud_Sandstone
TEST_38469,Mud_Sandstone
TEST_38470,Mud_Sandstone
TEST_38471,Mud_Sandstone
TEST_38472,Mud_Sandstone
TEST_38473,Mud_Sandstone
TEST_38474,Mud_Sandstone
TEST_38475,Mud_Sandstone
TEST_38476,Mud_Sandstone
TEST_38477,Mud_Sandstone
TEST_38478,Mud_Sandstone
TEST_38479,Mud_Sandstone
TEST_38480,Mud_Sandstone
TEST_38481,Mud_Sandstone
TEST_38482,Mud_Sandstone
TEST_38483,Mud_Sandstone
TEST_38484,Mud_Sandstone
TEST_38485,Mud_Sandstone
TEST_38486,Mud_Sandstone
TEST_38487,Mud_Sandstone
TEST_38488,Mud_Sandstone
TEST_38489,Mud_Sandstone
TEST_38490,Mud_Sandstone
TEST_38491,Mud_Sandstone
TEST_38492,Mud_Sandstone
TEST_38493,Mud_Sandstone
TEST_38494,Mud_Sandstone
TEST_38495,Mud_Sandstone
TEST_38496,Mud_Sandstone
TEST_38497,Mud_Sandstone
TEST_38498,Mud_Sandstone
TEST_38499,Mud_Sandstone
TEST_38500,Mud_Sandstone
TEST_38501,Mud_Sandstone
TEST_38502,Mud_Sandstone
TEST_38503,Mud_Sandstone
TEST_38504,Mud_Sandstone
TEST_38505,Mud_Sandstone
TEST_38506,Mud_Sandstone
TEST_38507,Mud_Sandstone
TEST_38508,Mud_Sandstone
TEST_38509,Mud_Sandstone
TEST_38510,Mud_Sandstone
TEST_38511,Mud_Sandstone
TEST_38512,Mud_Sandstone
TEST_38513,Mud_Sandstone
TEST_38514,Mud_Sandstone
TEST_38515,Mud_Sandstone
TEST_38516,Mud_Sandstone
TEST_38517,Mud_Sandstone
TEST_38518,Mud_Sandstone
TEST_38519,Mud_Sandstone
TEST_38520,Mud_Sandstone
TEST_38521,Mud_Sandstone
TEST_38522,Mud_Sandstone
TEST_38523,Mud_Sandstone
TEST_38524,Mud_Sandstone
TEST_38525,Mud_Sandstone
TEST_38526,Mud_Sandstone
TEST_38527,Mud_Sandstone
TEST_38528,Mud_Sandstone
TEST_38529,Mud_Sandstone
TEST_38530,Mud_Sandstone
TEST_38531,Mud_Sandstone
TEST_38532,Mud_Sandstone
TEST_38533,Mud_Sandstone
TEST_38534,Mud_Sandstone
TEST_38535,Mud_Sandstone
TEST_38536,Mud_Sandstone
TEST_38537,Mud_Sandstone
TEST_38538,Mud_Sandstone
TEST_38539,Weathered_Rock
TEST_38540,Mud_Sandstone
TEST_38541,Mud_Sandstone
TEST_38542,Mud_Sandstone
TEST_38543,Mud_Sandstone
TEST_38544,Mud_Sandstone
TEST_38545,Mud_Sandstone
TEST_38546,Mud_Sandstone
TEST_38547,Mud_Sandstone
TEST_38548,Mud_Sandstone
TEST_38549,Mud_Sandstone
TEST_38550,Mud_Sandstone
TEST_38551,Mud_Sandstone
TEST_38552,Mud_Sandstone
TEST_38553,Mud_Sandstone
TEST_38554,Mud_Sandstone
TEST_38555,Mud_Sandstone
TEST_38556,Mud_Sandstone
TEST_38557,Mud_Sandstone
TEST_38558,Mud_Sandstone
TEST_38559,Mud_Sandstone
TEST_38560,Mud_Sandstone
TEST_38561,Mud_Sandstone
TEST_38562,Mud_Sandstone
TEST_38563,Mud_Sandstone
TEST_38564,Etc
TEST_38565,Mud_Sandstone
TEST_38566,Mud_Sandstone
TEST_38567,Mud_Sandstone
TEST_38568,Mud_Sandstone
TEST_38569,Mud_Sandstone
TEST_38570,Mud_Sandstone
TEST_38571,Mud_Sandstone
TEST_38572,Mud_Sandstone
TEST_38573,Mud_Sandstone
TEST_38574,Mud_Sandstone
TEST_38575,Mud_Sandstone
TEST_38576,Mud_Sandstone
TEST_38577,Mud_Sandstone
TEST_38578,Mud_Sandstone
TEST_38579,Mud_Sandstone
TEST_38580,Mud_Sandstone
TEST_38581,Mud_Sandstone
TEST_38582,Mud_Sandstone
TEST_38583,Mud_Sandstone
TEST_38584,Mud_Sandstone
TEST_38585,Mud_Sandstone
TEST_38586,Mud_Sandstone
TEST_38587,Mud_Sandstone
TEST_38588,Mud_Sandstone
TEST_38589,Mud_Sandstone
TEST_38590,Mud_Sandstone
TEST_38591,Mud_Sandstone
TEST_38592,Mud_Sandstone
TEST_38593,Mud_Sandstone
TEST_38594,Mud_Sandstone
TEST_38595,Mud_Sandstone
TEST_38596,Mud_Sandstone
TEST_38597,Mud_Sandstone
TEST_38598,Mud_Sandstone
TEST_38599,Mud_Sandstone
TEST_38600,Mud_Sandstone
TEST_38601,Mud_Sandstone
TEST_38602,Mud_Sandstone
TEST_38603,Mud_Sandstone
TEST_38604,Mud_Sandstone
TEST_38605,Mud_Sandstone
TEST_38606,Mud_Sandstone
TEST_38607,Mud_Sandstone
TEST_38608,Mud_Sandstone
TEST_38609,Mud_Sandstone
TEST_38610,Mud_Sandstone
TEST_38611,Mud_Sandstone
TEST_38612,Mud_Sandstone
TEST_38613,Mud_Sandstone
TEST_38614,Mud_Sandstone
TEST_38615,Mud_Sandstone
TEST_38616,Mud_Sandstone
TEST_38617,Mud_Sandstone
TEST_38618,Mud_Sandstone
TEST_38619,Mud_Sandstone
TEST_38620,Mud_Sandstone
TEST_38621,Mud_Sandstone
TEST_38622,Mud_Sandstone
TEST_38623,Mud_Sandstone
TEST_38624,Mud_Sandstone
TEST_38625,Mud_Sandstone
TEST_38626,Mud_Sandstone
TEST_38627,Mud_Sandstone
TEST_38628,Mud_Sandstone
TEST_38629,Mud_Sandstone
TEST_38630,Gneiss
TEST_38631,Mud_Sandstone
TEST_38632,Mud_Sandstone
TEST_38633,Mud_Sandstone
TEST_38634,Mud_Sandstone
TEST_38635,Mud_Sandstone
TEST_38636,Mud_Sandstone
TEST_38637,Mud_Sandstone
TEST_38638,Mud_Sandstone
TEST_38639,Mud_Sandstone
TEST_38640,Mud_Sandstone
TEST_38641,Mud_Sandstone
TEST_38642,Mud_Sandstone
TEST_38643,Mud_Sandstone
TEST_38644,Etc
TEST_38645,Mud_Sandstone
TEST_38646,Mud_Sandstone
TEST_38647,Mud_Sandstone
TEST_38648,Mud_Sandstone
TEST_38649,Mud_Sandstone
TEST_38650,Mud_Sandstone
TEST_38651,Mud_Sandstone
TEST_38652,Mud_Sandstone
TEST_38653,Andesite
TEST_38654,Mud_Sandstone
TEST_38655,Mud_Sandstone
TEST_38656,Mud_Sandstone
TEST_38657,Mud_Sandstone
TEST_38658,Mud_Sandstone
TEST_38659,Mud_Sandstone
TEST_38660,Weathered_Rock
TEST_38661,Mud_Sandstone
TEST_38662,Mud_Sandstone
TEST_38663,Mud_Sandstone
TEST_38664,Mud_Sandstone
TEST_38665,Mud_Sandstone
TEST_38666,Mud_Sandstone
TEST_38667,Mud_Sandstone
TEST_38668,Mud_Sandstone
TEST_38669,Mud_Sandstone
TEST_38670,Mud_Sandstone
TEST_38671,Mud_Sandstone
TEST_38672,Mud_Sandstone
TEST_38673,Mud_Sandstone
TEST_38674,Mud_Sandstone
TEST_38675,Mud_Sandstone
TEST_38676,Mud_Sandstone
TEST_38677,Mud_Sandstone
TEST_38678,Mud_Sandstone
TEST_38679,Mud_Sandstone
TEST_38680,Mud_Sandstone
TEST_38681,Mud_Sandstone
TEST_38682,Mud_Sandstone
TEST_38683,Mud_Sandstone
TEST_38684,Mud_Sandstone
TEST_38685,Mud_Sandstone
TEST_38686,Mud_Sandstone
TEST_38687,Mud_Sandstone
TEST_38688,Mud_Sandstone
TEST_38689,Mud_Sandstone
TEST_38690,Mud_Sandstone
TEST_38691,Mud_Sandstone
TEST_38692,Mud_Sandstone
TEST_38693,Mud_Sandstone
TEST_38694,Mud_Sandstone
TEST_38695,Mud_Sandstone
TEST_38696,Mud_Sandstone
TEST_38697,Mud_Sandstone
TEST_38698,Mud_Sandstone
TEST_38699,Mud_Sandstone
TEST_38700,Mud_Sandstone
TEST_38701,Mud_Sandstone
TEST_38702,Mud_Sandstone
TEST_38703,Mud_Sandstone
TEST_38704,Mud_Sandstone
TEST_38705,Mud_Sandstone
TEST_38706,Mud_Sandstone
TEST_38707,Mud_Sandstone
TEST_38708,Mud_Sandstone
TEST_38709,Mud_Sandstone
TEST_38710,Mud_Sandstone
TEST_38711,Mud_Sandstone
TEST_38712,Mud_Sandstone
TEST_38713,Mud_Sandstone
TEST_38714,Mud_Sandstone
TEST_38715,Mud_Sandstone
TEST_38716,Mud_Sandstone
TEST_38717,Mud_Sandstone
TEST_38718,Mud_Sandstone
TEST_38719,Mud_Sandstone
TEST_38720,Mud_Sandstone
TEST_38721,Mud_Sandstone
TEST_38722,Gneiss
TEST_38723,Gneiss
TEST_38724,Gneiss
TEST_38725,Gneiss
TEST_38726,Gneiss
TEST_38727,Gneiss
TEST_38728,Gneiss
TEST_38729,Gneiss
TEST_38730,Gneiss
TEST_38731,Gneiss
TEST_38732,Gneiss
TEST_38733,Gneiss
TEST_38734,Gneiss
TEST_38735,Gneiss
TEST_38736,Gneiss
TEST_38737,Gneiss
TEST_38738,Gneiss
TEST_38739,Gneiss
TEST_38740,Gneiss
TEST_38741,Gneiss
TEST_38742,Gneiss
TEST_38743,Gneiss
TEST_38744,Gneiss
TEST_38745,Gneiss
TEST_38746,Gneiss
TEST_38747,Gneiss
TEST_38748,Gneiss
TEST_38749,Gneiss
TEST_38750,Gneiss
TEST_38751,Gneiss
TEST_38752,Gneiss
TEST_38753,Gneiss
TEST_38754,Gneiss
TEST_38755,Gneiss
TEST_38756,Gneiss
TEST_38757,Gneiss
TEST_38758,Gneiss
TEST_38759,Gneiss
TEST_38760,Gneiss
TEST_38761,Gneiss
TEST_38762,Gneiss
TEST_38763,Gneiss
TEST_38764,Gneiss
TEST_38765,Gneiss
TEST_38766,Gneiss
TEST_38767,Gneiss
TEST_38768,Granite
TEST_38769,Gneiss
TEST_38770,Gneiss
TEST_38771,Gneiss
TEST_38772,Gneiss
TEST_38773,Gneiss
TEST_38774,Gneiss
TEST_38775,Gneiss
TEST_38776,Gneiss
TEST_38777,Gneiss
TEST_38778,Gneiss
TEST_38779,Gneiss
TEST_38780,Gneiss
TEST_38781,Gneiss
TEST_38782,Gneiss
TEST_38783,Gneiss
TEST_38784,Gneiss
TEST_38785,Gneiss
TEST_38786,Gneiss
TEST_38787,Gneiss
TEST_38788,Gneiss
TEST_38789,Gneiss
TEST_38790,Gneiss
TEST_38791,Gneiss
TEST_38792,Gneiss
TEST_38793,Gneiss
TEST_38794,Gneiss
TEST_38795,Gneiss
TEST_38796,Gneiss
TEST_38797,Gneiss
TEST_38798,Gneiss
TEST_38799,Gneiss
TEST_38800,Gneiss
TEST_38801,Gneiss
TEST_38802,Gneiss
TEST_38803,Gneiss
TEST_38804,Mud_Sandstone
TEST_38805,Gneiss
TEST_38806,Gneiss
TEST_38807,Gneiss
TEST_38808,Gneiss
TEST_38809,Gneiss
TEST_38810,Gneiss
TEST_38811,Gneiss
TEST_38812,Gneiss
TEST_38813,Gneiss
TEST_38814,Gneiss
TEST_38815,Gneiss
TEST_38816,Gneiss
TEST_38817,Gneiss
TEST_38818,Gneiss
TEST_38819,Gneiss
TEST_38820,Gneiss
TEST_38821,Gneiss
TEST_38822,Gneiss
TEST_38823,Gneiss
TEST_38824,Gneiss
TEST_38825,Gneiss
TEST_38826,Gneiss
TEST_38827,Gneiss
TEST_38828,Gneiss
TEST_38829,Gneiss
TEST_38830,Gneiss
TEST_38831,Gneiss
TEST_38832,Gneiss
TEST_38833,Gneiss
TEST_38834,Gneiss
TEST_38835,Gneiss
TEST_38836,Gneiss
TEST_38837,Gneiss
TEST_38838,Gneiss
TEST_38839,Gneiss
TEST_38840,Gneiss
TEST_38841,Gneiss
TEST_38842,Gneiss
TEST_38843,Gneiss
TEST_38844,Gneiss
TEST_38845,Gneiss
TEST_38846,Gneiss
TEST_38847,Gneiss
TEST_38848,Gneiss
TEST_38849,Gneiss
TEST_38850,Gneiss
TEST_38851,Gneiss
TEST_38852,Gneiss
TEST_38853,Gneiss
TEST_38854,Gneiss
TEST_38855,Gneiss
TEST_38856,Gneiss
TEST_38857,Gneiss
TEST_38858,Gneiss
TEST_38859,Gneiss
TEST_38860,Gneiss
TEST_38861,Gneiss
TEST_38862,Gneiss
TEST_38863,Gneiss
TEST_38864,Gneiss
TEST_38865,Gneiss
TEST_38866,Gneiss
TEST_38867,Gneiss
TEST_38868,Gneiss
TEST_38869,Gneiss
TEST_38870,Gneiss
TEST_38871,Gneiss
TEST_38872,Gneiss
TEST_38873,Gneiss
TEST_38874,Gneiss
TEST_38875,Gneiss
TEST_38876,Gneiss
TEST_38877,Gneiss
TEST_38878,Gneiss
TEST_38879,Gneiss
TEST_38880,Gneiss
TEST_38881,Gneiss
TEST_38882,Gneiss
TEST_38883,Gneiss
TEST_38884,Gneiss
TEST_38885,Gneiss
TEST_38886,Gneiss
TEST_38887,Gneiss
TEST_38888,Granite
TEST_38889,Gneiss
TEST_38890,Gneiss
TEST_38891,Gneiss
TEST_38892,Gneiss
TEST_38893,Gneiss
TEST_38894,Gneiss
TEST_38895,Gneiss
TEST_38896,Gneiss
TEST_38897,Gneiss
TEST_38898,Gneiss
TEST_38899,Gneiss
TEST_38900,Gneiss
TEST_38901,Gneiss
TEST_38902,Gneiss
TEST_38903,Gneiss
TEST_38904,Gneiss
TEST_38905,Gneiss
TEST_38906,Gneiss
TEST_38907,Gneiss
TEST_38908,Gneiss
TEST_38909,Gneiss
TEST_38910,Gneiss
TEST_38911,Gneiss
TEST_38912,Gneiss
TEST_38913,Gneiss
TEST_38914,Gneiss
TEST_38915,Gneiss
TEST_38916,Gneiss
TEST_38917,Gneiss
TEST_38918,Gneiss
TEST_38919,Gneiss
TEST_38920,Gneiss
TEST_38921,Gneiss
TEST_38922,Gneiss
TEST_38923,Gneiss
TEST_38924,Gneiss
TEST_38925,Gneiss
TEST_38926,Gneiss
TEST_38927,Gneiss
TEST_38928,Gneiss
TEST_38929,Gneiss
TEST_38930,Gneiss
TEST_38931,Gneiss
TEST_38932,Gneiss
TEST_38933,Gneiss
TEST_38934,Gneiss
TEST_38935,Gneiss
TEST_38936,Gneiss
TEST_38937,Gneiss
TEST_38938,Gneiss
TEST_38939,Gneiss
TEST_38940,Gneiss
TEST_38941,Gneiss
TEST_38942,Gneiss
TEST_38943,Gneiss
TEST_38944,Gneiss
TEST_38945,Gneiss
TEST_38946,Gneiss
TEST_38947,Gneiss
TEST_38948,Gneiss
TEST_38949,Gneiss
TEST_38950,Gneiss
TEST_38951,Gneiss
TEST_38952,Gneiss
TEST_38953,Gneiss
TEST_38954,Gneiss
TEST_38955,Gneiss
TEST_38956,Gneiss
TEST_38957,Gneiss
TEST_38958,Gneiss
TEST_38959,Gneiss
TEST_38960,Gneiss
TEST_38961,Gneiss
TEST_38962,Gneiss
TEST_38963,Gneiss
TEST_38964,Gneiss
TEST_38965,Gneiss
TEST_38966,Gneiss
TEST_38967,Gneiss
TEST_38968,Gneiss
TEST_38969,Gneiss
TEST_38970,Gneiss
TEST_38971,Gneiss
TEST_38972,Gneiss
TEST_38973,Gneiss
TEST_38974,Gneiss
TEST_38975,Gneiss
TEST_38976,Gneiss
TEST_38977,Gneiss
TEST_38978,Gneiss
TEST_38979,Gneiss
TEST_38980,Gneiss
TEST_38981,Gneiss
TEST_38982,Gneiss
TEST_38983,Gneiss
TEST_38984,Gneiss
TEST_38985,Gneiss
TEST_38986,Gneiss
